,season_column,tm,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,teamChemistry,playoffs
299,1974,POR,2140.4,4505.8,4.183949999999999,0.0,0.0,0.0,1965.2,4514.7,3.6239500000000002,3.2342,936.4,1359.5,717.85,1599.4,2379.3500000000004,1053.1,546.5,218.45,0.0,1404.0,6227.45,354.0,False
300,1974,SEA,1961.5,4678.1,3.8987999999999996,0.0,0.0,0.0,1817.8,4409.8,3.4093,3.0072,908.3,1316.55,741.3,1655.55,2469.35,1140.7,483.59999999999997,180.25,0.0,1406.7,6184.15,316.0,False
302,1975,ATL,2022.9,4410.2,3.8823,0.0,0.0,0.0,1923.2,4632.0,3.3665000000000003,2.8933,1032.2,1558.4,861.6999999999999,1730.3000000000002,2662.15,1064.3000000000002,518.3,155.8,0.0,1367.45,6110.799999999999,292.0,False
303,1975,BOS,2046.8999999999999,4500.7,3.92625,0.0,0.0,0.0,1912.8000000000002,4508.1,3.4607,3.0378,888.2,1234.3500000000001,739.85,1872.4,2682.6,1093.3,459.5,181.65,0.0,1316.55,6188.9,540.0,True
304,1975,BUF,2095.5,4095.5,4.08765,0.0,0.0,0.0,2057.6,4550.9,3.55505,3.0512,1054.1,1501.1000000000001,662.5500000000001,1784.7500000000002,2498.2000000000003,1113.7,494.0,315.35,0.0,1306.95,6231.099999999999,346.0,True
305,1975,CHI,1799.5,4105.8,4.28445,0.0,0.0,0.0,1669.2,4071.4,3.70595,3.2196,975.7,1385.45,642.9,1769.85,2470.75,951.2,464.0,272.05,0.0,1355.0,5689.7,462.0,True
306,1975,CLE,1939.3999999999999,4163.7,3.6959999999999997,0.0,0.0,0.0,1832.4,4234.5,3.23035,2.7807,761.5,1125.95,618.5500000000001,1604.15,2279.1000000000004,1033.9,416.79999999999995,236.45,0.0,1305.4,5741.099999999999,446.0,False
307,1975,DET,2017.8999999999999,4076.3,4.19295,0.0,0.0,0.0,1913.2,4364.9,3.6673500000000003,3.1963999999999997,958.8000000000001,1331.2,587.1,1623.9,2262.25,1066.1,465.7,263.7,0.0,1288.1,5752.65,474.0,True
308,1975,GSW,1973.0,4611.3,4.01145,0.0,0.0,0.0,1825.8000000000002,4173.7,3.4807,3.0808,871.8,1227.3500000000001,814.1000000000001,1788.9,2679.75,1066.9,679.3,263.85,0.0,1458.4,6294.7,370.0,True
309,1975,HOU,2157.4,4156.6,3.96225,0.0,0.0,0.0,2028.8,4505.3,3.4532000000000003,2.9106,1002.5,1351.7,735.0500000000001,1658.8000000000002,2442.0,1196.6000000000001,516.5,246.45000000000002,0.0,1438.9,6061.7,400.0,True
310,1975,KCO,1953.6,4420.8,4.1364,0.0,0.0,0.0,1753.0,4298.7,3.6265,3.216,1128.9,1435.35,572.05,1803.4,2423.55,1008.3000000000001,492.0,238.4,0.0,1356.4,5927.7,390.0,True
311,1975,LAL,1956.2,4576.2,4.5522,0.0,0.0,0.0,1780.4,4319.6,3.9584,3.3857,938.9,1383.8,761.9,1812.9,2645.85,1066.5,514.8,299.05,0.0,1439.3,5985.5,400.0,False
312,1975,MIL,1957.6000000000001,4151.5,4.08465,0.0,0.0,0.0,1881.8,4259.9,3.54685,3.1198,799.6999999999999,1125.8500000000001,579.9,1747.8,2380.3,981.7,414.09999999999997,278.85,0.0,1326.8,5824.15,494.0,False
313,1975,NOJ,1844.4,4475.9,7.02645,0.0,0.0,0.0,1690.8,4227.8,6.15095,5.258,994.6,1405.9,646.6,1654.95,2362.9,933.8000000000001,501.29999999999995,170.65,0.0,1542.25,5884.849999999999,716.0,False
314,1975,NYK,2040.7,4530.7,4.56675,0.0,0.0,0.0,1833.2,4420.8,3.9729,3.4562,919.6,1282.05,581.8000000000001,1679.0,2312.55,935.8000000000001,457.5,203.75,0.0,1390.45,5870.299999999999,580.0,True
315,1975,PHI,1947.5,4627.8,4.7772,0.0,0.0,0.0,1712.2,4206.7,4.18205,3.6339,879.9,1273.4,692.85,1639.4,2391.55,915.2,399.5,169.0,0.0,1353.25,5834.05,410.0,False
316,1975,PHO,1955.6,4524.5,3.70215,0.0,0.0,0.0,1781.2,4321.1,3.24525,2.8929,885.1,1302.6000000000001,787.4,1669.6,2519.15,924.3000000000001,456.3,199.3,0.0,1428.8500000000001,5891.9,274.0,False
317,1975,POR,2069.7,4131.8,3.8685,0.0,0.0,0.0,1915.4,4247.1,3.3685,2.958,1011.5,1467.75,605.4000000000001,1752.45,2412.2000000000003,1254.8,525.0,269.8,0.0,1415.25,6059.95,330.0,False
318,1975,SEA,2145.0,4538.3,4.0752,0.0,0.0,0.0,1971.2,4676.6,3.53495,3.0431,884.1,1301.6,653.9,1670.1000000000001,2389.35,1206.4,591.8,263.0,0.0,1370.4,5997.099999999999,316.0,True
320,1975,WSB,2037.2,4546.5,3.555,0.0,0.0,0.0,1856.6,4312.0,3.08665,2.7262,836.5,1228.5500000000002,665.8,1782.3500000000001,2503.95,1165.1,641.0,260.0,0.0,1326.4,6085.499999999999,370.0,True
321,1976,ATL,1835.0,4275.5,3.70635,0.0,0.0,0.0,1707.2,4098.2,3.2386500000000003,2.8371,1019.7,1524.15,680.25,1573.5,2315.25,870.2,545.8,181.85,0.0,1367.5,5947.2,260.0,False
322,1976,BOS,2082.1,4559.0,3.95355,0.0,0.0,0.0,1954.4,4697.9,3.4644500000000003,2.9914,969.8,1363.45,844.0,1979.95,2881.25,1017.5,385.9,173.3,0.0,1402.85,6173.2,456.0,True
323,1976,BUF,2001.6999999999998,4052.6,4.4403,0.0,0.0,0.0,1953.6000000000001,4388.2,3.90645,3.3629,1083.6,1561.95,601.6,1761.3500000000001,2405.8,1079.6,490.8,251.0,0.0,1403.25,6189.65,410.0,True
324,1976,CHI,1712.1000000000001,4364.3,4.8009,0.0,0.0,0.0,1596.6000000000001,4116.9,4.1832,3.5716,931.6,1368.3500000000001,792.25,1716.0500000000002,2581.75,913.1,434.59999999999997,168.95,0.0,1363.45,5551.95,518.0,False
325,1976,CLE,2059.5,4621.5,4.22895,0.0,0.0,0.0,1891.2,4595.7,3.6711500000000004,3.1705,807.1,1187.5,677.0,1662.9,2412.9,1091.7,453.2,269.8,0.0,1291.35,5911.349999999999,606.0,True
326,1976,DET,2069.7,4403.4,4.84785,0.0,0.0,0.0,1941.1999999999998,4431.8,4.2116,3.6574999999999998,898.6,1305.1,708.0500000000001,1604.0500000000002,2369.9500000000003,974.2,548.5,219.95,0.0,1429.75,6088.05,444.0,True
327,1976,GSW,2088.3,4816.9,3.8411999999999997,0.0,0.0,0.0,1871.2,4378.9,3.3183000000000002,2.9399,969.0,1391.4,780.95,1810.95,2669.0,1098.5,663.8,293.85,0.0,1406.7,6409.799999999999,370.0,True
328,1976,HOU,2174.9,4206.9,4.09245,0.0,0.0,0.0,2043.6000000000001,4484.4,3.5586,3.0401,982.2,1333.8500000000001,661.0,1710.8000000000002,2414.35,1221.2,459.3,256.85,0.0,1428.95,6190.2,452.0,False
329,1976,KCK,1955.4,4361.5,4.05855,0.0,0.0,0.0,1787.0,4305.3,3.5315000000000003,3.0832,1101.6,1534.6,646.8000000000001,1723.4,2426.7000000000003,1029.3,510.9,218.45000000000002,0.0,1426.55,6032.2,360.0,False
330,1976,LAL,2078.2,4393.9,4.8837,0.0,0.0,0.0,1975.8,4485.3,4.2548,3.6921,1012.7,1434.95,643.25,1892.1000000000001,2594.8,1017.0000000000001,465.5,382.40000000000003,0.0,1385.8,6205.45,430.0,False
331,1976,MIL,1923.5,4288.4,3.786,0.0,0.0,0.0,1812.4,4170.0,3.30575,2.8305,817.6,1231.75,632.85,1719.5,2405.05,949.8000000000001,493.09999999999997,325.1,0.0,1408.7,5891.15,298.0,True
332,1976,NOJ,1866.9,4353.9,4.02075,0.0,0.0,0.0,1734.6000000000001,4186.2,3.50555,3.0393,1063.6,1526.8500000000001,704.7,1809.75,2570.55,896.7,508.0,243.10000000000002,0.0,1516.15,6030.25,376.0,False
333,1976,NYK,2089.0,4415.8,4.28715,0.0,0.0,0.0,1932.2,4550.3,3.7188,3.217,895.5,1267.05,606.8000000000001,1744.2,2409.55,913.4000000000001,402.2,172.75,0.0,1396.6000000000001,5974.049999999999,514.0,False
334,1976,PHI,2037.2,4723.8,4.58805,0.0,0.0,0.0,1829.2,4523.3,3.9964,3.4449,1003.4,1523.55,805.0500000000001,1703.15,2579.9500000000003,861.3000000000001,550.1,258.0,0.0,1529.3,6194.55,462.0,True
335,1976,PHO,2109.5,4269.2,4.53345,0.0,0.0,0.0,1963.6000000000001,4476.2,3.92295,3.4501,1074.5,1522.1000000000001,646.0,1639.9,2345.4,1076.1,587.5,234.8,0.0,1399.0,6121.45,376.0,True
336,1976,POR,2027.9,4222.1,4.4895,0.0,0.0,0.0,1909.2,4405.1,3.9057500000000003,3.4213999999999998,974.2,1499.75,679.7,1898.3,2627.3,1070.1000000000001,535.6,269.9,0.0,1449.3,6024.75,448.0,False
337,1976,SEA,1966.7,4589.9,4.6122,0.0,0.0,0.0,1811.8000000000002,4320.0,4.0518,3.531,945.7,1460.75,663.6,1485.3,2214.3,1087.2,615.7,241.1,0.0,1454.15,6161.45,324.0,True
339,1976,WSB,2012.9,4317.4,3.65985,0.0,0.0,0.0,1833.8,4163.9,3.1775,2.7896,941.5,1410.25,597.25,1819.9499999999998,2472.25,1007.6000000000001,477.4,308.75,0.0,1309.4,5984.1,366.0,True
340,1977,ATL,1835.4,4098.7,4.8969,0.0,0.0,0.0,1739.0,4077.1,4.26455,3.7005,1064.4,1553.8500000000001,733.9000000000001,1600.05,2386.3,1120.3,511.9,217.60000000000002,0.0,1610.2,5927.0,364.0,False
341,1977,BOS,2010.4,4479.1,3.82425,0.0,0.0,0.0,1872.8000000000002,4480.3,3.3499,2.8811999999999998,966.1,1386.6000000000001,712.8,1897.4,2674.5,1033.5,348.09999999999997,173.65,0.0,1410.85,6080.849999999999,414.0,True
342,1977,BUF,1873.0,4394.3,5.1456,0.0,0.0,0.0,1737.4,4204.3,4.4957,3.9011,1051.9,1531.3000000000002,679.85,1636.25,2375.05,1016.0,473.4,277.45,0.0,1264.7,6083.25,474.0,False
343,1977,CHI,1849.7,4076.7,4.4466,0.0,0.0,0.0,1771.4,4138.7,3.8739500000000002,3.4158,963.6999999999999,1437.25,772.35,1761.6000000000001,2596.0,1097.0,482.1,262.0,0.0,1299.3,5719.599999999999,456.0,True
344,1977,CLE,1922.8,4422.3,4.5381,0.0,0.0,0.0,1807.0,4330.7,3.9379000000000004,3.4659,850.1,1265.95,760.9,1652.9,2484.45,1013.7,402.8,323.75,0.0,1355.2,5910.45,558.0,True
345,1977,DEN,2167.5,4360.3,4.32435,0.0,0.0,0.0,2044.2,4575.9,3.7354000000000003,3.2815,1224.2,1825.95,757.1,1751.15,2580.6000000000004,1267.7,657.7,309.90000000000003,0.0,1475.55,6527.55,230.0,True
346,1977,DET,2269.2,4471.5,4.5908999999999995,0.0,0.0,0.0,2149.2,4709.8,3.9887,3.3878,858.1,1284.95,693.95,1614.9,2361.95,1189.8,609.9,316.85,0.0,1528.5,6352.25,406.0,True
347,1977,GSW,2235.1,4608.6,4.75245,0.0,0.0,0.0,2065.8,4615.5,4.1338,3.4924,965.9,1405.95,784.1,1704.05,2558.55,1176.8,629.3,300.0,0.0,1445.1000000000001,6467.4,450.0,True
348,1977,HOU,2154.4,4223.4,4.2984,0.0,0.0,0.0,2030.6000000000001,4483.9,3.75195,3.2359999999999998,1000.8000000000001,1402.75,838.9000000000001,1783.2,2661.65,1007.4,425.5,303.85,0.0,1514.1000000000001,6182.299999999999,460.0,True
349,1977,IND,1999.4,4245.5,4.6608,0.0,0.0,0.0,1949.6,4574.4,4.04685,3.432,985.4,1467.1000000000001,843.9000000000001,1689.8,2597.35,1130.2,641.7,311.70000000000005,0.0,1435.2,6174.099999999999,306.0,False
350,1977,KCK,2060.0,4533.3,3.7023,0.0,0.0,0.0,1890.2,4456.1,3.2233500000000004,2.8441,1010.7,1390.5,695.35,1665.2,2426.45,1014.2,586.8000000000001,265.3,0.0,1515.85,6254.45,254.0,False
351,1977,LAL,2182.3,4478.0,4.2631499999999996,0.0,0.0,0.0,2061.4,4529.7,3.7062500000000003,3.2864,878.3,1289.9,653.0,1665.3500000000001,2384.55,1120.3,558.8,313.2,0.0,1271.9,6220.9,320.0,True
352,1977,MIL,1990.3,4471.4,5.18205,0.0,0.0,0.0,1878.8000000000002,4278.7,4.54065,3.9782,885.0,1310.75,707.6500000000001,1595.6,2361.25,1054.4,560.0,221.5,0.0,1445.95,6270.25,506.0,False
353,1977,NOJ,1924.7,4522.3,4.36725,0.0,0.0,0.0,1755.6000000000001,4225.3,3.81245,3.3287,967.8,1368.3500000000001,753.85,1828.95,2640.15,954.7,414.29999999999995,248.55,0.0,1469.95,6063.7,400.0,False
354,1977,NYK,2245.5,4374.1,5.3458499999999995,0.0,0.0,0.0,2108.6,4639.0,4.64395,3.9399,970.1,1379.8000000000002,587.85,1754.0,2391.3,1062.3000000000002,491.7,204.55,0.0,1397.45,6318.2,556.0,False
355,1977,NYN,1688.5,4301.8,4.5666,0.0,0.0,0.0,1537.0,3943.4,4.0046,3.4779999999999998,938.7,1384.5,651.75,1559.5,2267.9500000000003,768.4000000000001,544.6,278.95,0.0,1507.5,5554.099999999999,392.0,False
356,1977,PHI,1925.8,4260.9,4.5801,0.0,0.0,0.0,1794.8,4034.5,3.9724,3.4579,1109.9,1659.3,732.1500000000001,1730.5,2531.05,1011.2,554.2,392.75,0.0,1451.25,6372.75,500.0,True
357,1977,PHO,2129.5,4399.5,4.06545,0.0,0.0,0.0,1921.8,4472.9,3.54255,3.0968999999999998,1118.9,1556.3,614.9,1578.15,2252.1,1168.2,531.0,226.10000000000002,0.0,1446.75,6150.2,294.0,False
358,1977,POR,2171.6,4473.8,4.08195,0.0,0.0,0.0,2003.0,4483.1,3.55235,3.1078,1153.5,1634.0500000000002,715.3000000000001,1759.95,2545.1,1069.0,617.6,338.0,0.0,1510.05,6508.299999999999,336.0,True
359,1977,SAS,2131.9,4116.2,4.18755,0.0,0.0,0.0,2090.6,4532.0,3.6128,3.2253000000000003,1167.3,1618.4,666.6500000000001,1640.0,2354.7000000000003,1068.0,572.5,337.15,0.0,1380.6,6658.75,402.0,True
360,1977,SEA,1987.9,4397.1,4.51785,0.0,0.0,0.0,1861.8000000000002,4446.8,3.94175,3.3908,963.5,1541.3000000000002,769.3000000000001,1509.15,2348.4,1014.8,648.9,344.20000000000005,0.0,1524.8,6028.249999999999,328.0,False
362,1977,WSB,2122.6,4366.099999999999,4.59045,0.0,0.0,0.0,1993.4,4491.9,3.9926500000000003,3.4238,936.0,1459.8,749.15,1845.35,2644.4500000000003,1060.9,440.6,284.5,0.0,1365.1,6116.4,510.0,True
363,1978,ATL,1903.7,4226.4,3.94785,0.0,0.0,0.0,1772.6000000000001,4133.8,3.43325,3.0275,1089.5,1465.05,664.5500000000001,1478.8500000000001,2196.95,1091.5,647.3,288.1,1155.4,1705.7,6037.75,404.0,True
364,1978,BOS,2107.6,4456.2,4.77375,0.0,0.0,0.0,1965.4,4554.3,4.1477,3.5941,997.1,1379.3500000000001,712.15,1839.75,2618.3,1047.9,440.29999999999995,187.8,1203.1499999999999,1403.3500000000001,6162.75,670.0,False
365,1978,BUF,1931.5,4192.5,5.4304499999999996,0.0,0.0,0.0,1827.2,4221.5,4.7262,4.0951,1010.6,1432.25,656.05,1666.8500000000001,2369.5,1035.1000000000001,442.59999999999997,214.65,1182.4,1411.95,6080.9,368.0,False
366,1978,CHI,1885.3999999999999,3979.3999999999996,4.8771,0.0,0.0,0.0,1816.4,4037.9,4.27465,3.6114,1079.7,1608.2,724.65,1670.7,2457.85,1121.9,461.8,231.3,1262.1,1326.15,5994.7,396.0,False
367,1978,CLE,2105.4,4580.6,3.6021,0.0,0.0,0.0,1961.0,4668.1,3.0944000000000003,2.7474,958.7,1394.3500000000001,702.7,1771.4,2536.65,1018.0000000000001,492.0,313.0,1025.15,1279.55,6073.099999999999,442.0,True
368,1978,DEN,2079.0,4268.7,4.4289,0.0,0.0,0.0,1960.6000000000001,4363.2,3.8446000000000002,3.3667,1242.3,1767.3000000000002,684.15,1722.0,2465.4,1109.0,565.5,261.40000000000003,1296.35,1467.1000000000001,6483.45,296.0,True
369,1978,DET,2175.7999999999997,4311.6,5.4521999999999995,0.0,0.0,0.0,2046.6,4527.6,4.7485,4.1503,1111.9,1660.2,701.0,1675.6000000000001,2441.25,991.9000000000001,600.3,221.75,1387.4,1371.95,6347.25,572.0,False
370,1978,GSW,1912.7,4356.9,4.2924,0.0,0.0,0.0,1820.0,4163.1,3.72935,3.2618,895.2,1332.8500000000001,694.2,1670.0500000000002,2423.4,1119.1000000000001,600.8,274.85,1128.65,1475.55,6125.2,382.0,False
371,1978,HOU,2003.1,4438.099999999999,5.59485,0.0,0.0,0.0,1886.4,4448.7,4.9122,4.2511,877.6999999999999,1255.7,838.7,1572.8500000000001,2454.55,1141.4,477.7,220.20000000000002,1030.8500000000001,1407.5500000000002,6012.2,708.0,False
372,1978,IND,2055.6,4580.9,4.67505,0.0,0.0,0.0,1893.8,4583.1,4.05725,3.5651,1133.5,1658.65,799.45,1647.65,2519.8,1129.1000000000001,561.1999999999999,298.5,1212.8500000000001,1544.95,6319.349999999999,380.0,False
373,1978,KCK,2056.9,4553.1,4.2507,0.0,0.0,0.0,1899.0,4454.4,3.7214500000000004,3.2408,1032.0,1441.9,702.85,1702.75,2467.4500000000003,1090.7,537.4,256.9,1258.8,1558.75,6348.75,386.0,False
374,1978,LAL,2185.6,4380.2,5.05095,0.0,0.0,0.0,2075.0,4537.3,4.38755,3.8242,914.7,1343.5,640.85,1684.6000000000001,2380.3500000000004,1225.9,553.0,287.75,1146.7,1348.45,6395.15,460.0,True
375,1978,MIL,2051.3,4518.9,4.47705,0.0,0.0,0.0,1924.2,4313.4,3.9188,3.3559,901.1,1375.0500000000002,662.3000000000001,1486.9,2216.0,1260.1,611.8,299.85,1233.35,1398.8500000000001,6505.849999999999,402.0,True
376,1978,NJN,1973.0,4752.3,4.99635,0.0,0.0,0.0,1788.8,4418.6,4.32385,3.8821,963.9,1432.15,743.6,1597.8500000000001,2404.35,1165.6000000000001,597.9,435.0,1302.5,1598.75,6209.349999999999,456.0,False
377,1978,NOJ,2043.5,4578.3,3.95835,0.0,0.0,0.0,1887.2,4444.7,3.41875,3.0406999999999997,962.9,1478.0,777.7,1887.2,2729.3,1097.3,447.9,351.3,1276.55,1356.5,6227.049999999999,330.0,False
378,1978,NYK,2352.1,4504.9,3.822,0.0,0.0,0.0,2212.2000000000003,4783.2,3.31415,2.9225,1035.6,1502.3500000000001,655.85,1713.15,2441.55,1365.4,573.7,291.8,1285.65,1502.2,6610.599999999999,288.0,True
379,1978,PHI,2016.4,4268.7,4.5562499999999995,0.0,0.0,0.0,1904.0,4218.2,3.9625500000000002,3.3679,1187.7,1764.4,765.55,1762.6,2589.8,1152.2,543.4,382.65000000000003,1310.4,1547.15,6628.4,474.0,True
380,1978,PHO,2190.6,4683.2,3.80985,0.0,0.0,0.0,2002.8000000000002,4614.9,3.3343000000000003,2.859,1042.3,1504.2,669.45,1641.3500000000001,2373.8,1306.5,757.1,244.05,1305.95,1363.0500000000002,6550.9,344.0,True
381,1978,POR,2176.2,4301.4,4.8456,0.0,0.0,0.0,2034.4,4496.2,4.25115,3.7028,1058.7,1507.1000000000001,676.8,1764.5,2504.55,1111.3,566.4,265.45,1202.5,1425.8500000000001,6277.9,446.0,True
382,1978,SAS,2141.0,4376.7,4.60365,0.0,0.0,0.0,2006.2,4331.7,3.9864,3.4843,1015.5,1399.3000000000002,583.4,1606.4,2238.9,1146.2,550.7,377.35,1243.7,1304.7,6625.099999999999,418.0,True
383,1978,SEA,2005.6,4671.4,3.912,0.0,0.0,0.0,1813.6000000000001,4399.5,3.41895,3.0040999999999998,976.8000000000001,1504.45,845.45,1653.1000000000001,2573.95,941.5,552.5,278.75,1209.45,1372.6000000000001,6079.549999999999,404.0,True
385,1978,WSB,2023.6,4420.7,3.71025,0.0,0.0,0.0,1891.8,4298.6,3.23325,2.8212,1050.0,1641.95,791.5500000000001,1799.0,2653.7,1066.5,460.29999999999995,246.65000000000003,1181.65,1294.8,6407.849999999999,404.0,True
386,1979,ATL,2018.0,4277.3,3.9596999999999998,0.0,0.0,0.0,1890.2,4251.0,3.4191000000000003,3.0251,1129.3,1584.5,811.75,1493.1000000000001,2369.55,1141.6000000000001,557.9,418.90000000000003,1113.6,1687.5500000000002,6339.95,468.0,True
387,1979,BOS,2027.8,4165.3,5.91915,0.0,0.0,0.0,1942.0,4355.1,5.1947,4.4077,1076.9,1478.8000000000002,631.85,1517.25,2202.1,1061.2,489.6,181.8,1256.8999999999999,1378.95,6279.25,502.0,False
388,1979,CHI,2098.4,4124.2,3.9902999999999995,0.0,0.0,0.0,1980.4,4296.4,3.4898,3.0709999999999997,995.8,1463.65,731.55,1652.95,2445.8500000000004,1140.5,398.29999999999995,225.55,1339.95,1355.95,6084.4,306.0,False
389,1979,CLE,1969.8,4534.5,4.3344000000000005,0.0,0.0,0.0,1798.2,4242.0,3.7538000000000005,3.3551,944.2,1307.25,676.85,1397.8,2145.25,1010.5000000000001,492.8,218.25000000000003,1006.65,1383.2,6182.4,476.0,False
390,1979,DEN,2098.5,4204.9,4.19385,0.0,0.0,0.0,1974.6,4351.099999999999,3.6684,3.096,1190.9,1817.6000000000001,781.15,1674.3000000000002,2518.35,1158.1,455.9,271.85,1223.15,1470.3999999999999,6431.95,286.0,True
391,1979,DET,2209.3,4540.7,5.48895,0.0,0.0,0.0,2078.2,4684.1,4.766500000000001,4.1445,971.2,1494.0,770.5,1538.45,2371.4,1331.5,586.6,363.05,1174.25,1492.35,6388.349999999999,514.0,False
392,1979,GSW,2196.7999999999997,4354.9,4.5339,0.0,0.0,0.0,2060.8,4565.9,3.9446000000000003,3.4347,849.3,1249.55,744.1,1693.3000000000002,2482.6000000000004,1225.3,534.9,308.95000000000005,1110.05,1436.0,6118.799999999999,340.0,False
393,1979,HOU,2254.8,4272.900000000001,4.56645,0.0,0.0,0.0,2135.2000000000003,4526.9,4.0076,3.4268,1148.0,1595.25,825.9,1645.05,2514.05,1219.9,445.5,193.65,1119.1,1375.3,6602.15,360.0,True
394,1979,IND,2076.7,4293.1,4.15815,0.0,0.0,0.0,1969.2,4441.0,3.6456500000000003,3.1997,1066.4,1534.25,704.2,1628.0500000000002,2390.05,1058.8,467.2,282.55,1139.35,1474.8000000000002,6311.45,268.0,False
395,1979,KCK,2199.8,4580.8,4.4724,0.0,0.0,0.0,2005.0,4424.0,3.8913,3.3526,1072.8,1558.4,669.7,1545.8000000000002,2280.25,1320.6000000000001,573.2,270.35,1193.2,1681.8,6593.099999999999,372.0,True
396,1979,LAL,2284.8,4248.4,4.48815,0.0,0.0,0.0,2152.6,4396.7,3.86715,3.4608,954.8,1364.3500000000001,540.5500000000001,1659.9,2247.75,1352.8000000000002,563.5,362.65,1155.55,1270.3,6573.0,366.0,True
397,1979,MIL,2144.9,4523.1,4.2396,0.0,0.0,0.0,2004.0,4343.7,3.6913500000000004,3.2034000000000002,877.0,1261.2,653.6,1477.65,2191.6,1472.2,606.7,275.85,1163.4,1457.8,6600.249999999999,356.0,False
398,1979,NJN,1967.1,4651.3,4.3491,0.0,0.0,0.0,1746.6,4220.2,3.7637500000000004,3.258,1087.1,1598.1000000000001,690.55,1451.3,2210.4,1053.1000000000001,603.7,426.15000000000003,1373.95,1604.95,6272.45,352.0,True
399,1979,NOJ,2086.2,4465.6,4.50825,0.0,0.0,0.0,1921.3999999999999,4401.4,3.9341500000000003,3.4314999999999998,1108.1,1578.5500000000002,728.45,1741.9,2529.15,1158.2,531.1,370.0,1313.45,1345.9,6301.549999999999,354.0,False
400,1979,NYK,2244.8,4643.6,5.10255,0.0,0.0,0.0,2012.8,4519.0,4.4489,3.8599,921.8,1405.3500000000001,657.7,1501.55,2231.25,1325.7,507.4,265.95,1162.6,1473.5,6313.2,408.0,False
401,1979,PHI,2138.0,4215.6,4.3512,0.0,0.0,0.0,2010.0,4384.8,3.77175,3.2948,1086.2,1557.7,665.95,1793.3000000000002,2518.55,1283.8,547.7,421.55,1303.45,1463.6,6386.049999999999,540.0,True
402,1979,PHO,2213.6,4396.7,4.3407,0.0,0.0,0.0,2056.0,4368.8,3.78065,3.2929,1026.0,1458.5500000000002,636.0,1506.75,2197.5,1325.7,644.0,216.8,1296.2,1345.2,6705.45,402.0,True
403,1979,POR,2218.9,4219.3,4.7775,0.0,0.0,0.0,2121.2,4663.3,4.1668,3.6508,1138.5,1610.3000000000002,766.25,1615.1000000000001,2439.3,1026.6000000000001,542.5,339.75,1244.45,1542.6,6306.65,390.0,True
404,1979,SAS,2295.7,4190.8,4.16265,0.0,0.0,0.0,2233.8,4593.1,3.6521000000000003,3.0637,1130.7,1563.95,681.95,1726.1000000000001,2450.45,1121.4,555.5,352.5,1219.85,1467.6,6923.049999999999,350.0,True
405,1979,SDC,2242.6,4733.2,4.2255,0.0,0.0,0.0,2028.2,4566.5,3.68095,3.1717,1158.2,1630.45,832.45,1594.15,2496.5,810.1,481.4,266.8,1209.65,1500.3,6610.599999999999,366.0,False
406,1979,SEA,2200.9,4562.6,4.6668,0.0,0.0,0.0,1987.1999999999998,4583.1,4.07885,3.4804,1080.2,1528.95,759.9000000000001,1705.8,2537.6,1054.5,489.8,243.6,1174.6,1336.3,6244.599999999999,404.0,True
408,1979,WSB,2142.0,4438.1,3.9192,0.0,0.0,0.0,2024.0,4340.0,3.41805,2.9711,1016.8,1524.2,763.9000000000001,1733.5,2560.35,1176.7,427.5,252.8,1035.65,1235.7,6667.65,426.0,True
409,1980,ATL,1892.0,4082.6000000000004,4.29,8.6,48.8,1.1165500000000002,1763.2,3988.8999999999996,3.7513,3.2483,1169.2,1655.95,799.5,1551.0500000000002,2416.25,1131.3000000000002,541.4,376.20000000000005,1084.2,1587.25,6070.5,628.0,True
410,1980,BOS,2121.5,4109.8,3.9093,103.65,265.7,2.3846000000000003,1956.8,4181.9,3.4421500000000003,3.0509,1144.3,1578.1000000000001,697.1,1560.2,2317.4,1234.6000000000001,553.1999999999999,191.65,1100.55,1368.2,6592.299999999999,356.0,True
411,1980,CHI,2005.2,4002.3,5.12085,47.8,186.05,1.1732500000000001,1859.8,4003.2,4.5425,3.8182,1177.7,1689.3500000000001,673.5,1649.55,2376.6000000000004,1145.4,488.5,266.20000000000005,1254.0,1505.5,6239.349999999999,370.0,False
412,1980,CLE,2038.1,4664.2,4.1751,24.900000000000002,126.45,1.7016,1886.2,4218.7,3.6963500000000002,3.3165,977.5,1372.7,700.45,1422.8500000000001,2200.55,1248.0,541.6,209.10000000000002,1001.9499999999999,1310.9,6603.25,436.0,False
413,1980,DEN,2034.1,4161.1,4.78215,52.85,161.4,2.69035,1911.6000000000001,4246.0,4.2267,3.5804,1100.2,1650.5,771.6,1607.1000000000001,2438.65,1089.0,503.59999999999997,263.95,1117.55,1331.8500000000001,6277.9,382.0,False
414,1980,DET,2063.9,4386.9,5.5533,36.800000000000004,138.75,1.5311000000000001,1911.2,4225.8,4.89525,4.173,929.3,1387.25,685.15,1525.0,2275.05,1047.3,540.5,348.75,1301.65,1435.7,6302.099999999999,410.0,False
415,1980,GSW,2085.0,4207.1,4.3161000000000005,18.5,81.65,1.0801,1947.6,4236.3,3.8069,3.2792,859.1,1258.1000000000001,688.85,1580.65,2322.4500000000003,1179.1000000000001,549.4,232.95,1087.8,1455.0,6034.099999999999,322.0,False
